2.690740823745727539e-01,3.715555667877197266e-01,1.896289706230163574e+00,1.755749464035034180e+00
3.912222087383270264e-01,4.351666569709777832e-01,1.580401420593261719e+00,1.603836417198181152e+00
4.478888809680938721e-01,4.933333396911621094e-01,1.455217838287353516e+00,1.465252161026000977e+00
4.852222204208374023e-01,4.955555498600006104e-01,1.368135452270507812e+00,1.406556248664855957e+00
5.159259438514709473e-01,4.966111183166503906e-01,1.297893762588500977e+00,1.392739176750183105e+00
5.314815044403076172e-01,5.181111097335815430e-01,1.263013124465942383e+00,1.343037962913513184e+00
5.495185256004333496e-01,5.285000205039978027e-01,1.225147604942321777e+00,1.306006431579589844e+00
5.567777752876281738e-01,5.730555653572082520e-01,1.195768594741821289e+00,1.210018634796142578e+00
5.695925951004028320e-01,5.468333363533020020e-01,1.165215969085693359e+00,1.271442294120788574e+00
5.827777981758117676e-01,5.813888907432556152e-01,1.141342639923095703e+00,1.184685945510864258e+00
5.864814519882202148e-01,5.817221999168395996e-01,1.126282930374145508e+00,1.171733736991882324e+00
5.947036743164062500e-01,5.877777934074401855e-01,1.098271012306213379e+00,1.154909849166870117e+00
6.024814844131469727e-01,6.077222228050231934e-01,1.086751341819763184e+00,1.125683069229125977e+00
6.066666841506958008e-01,5.913333296775817871e-01,1.067742943763732910e+00,1.149355292320251465e+00
6.168147921562194824e-01,5.933333039283752441e-01,1.047297954559326172e+00,1.131923675537109375e+00
6.192222237586975098e-01,6.067777872085571289e-01,1.039182066917419434e+00,1.105211138725280762e+00
6.208888888359069824e-01,6.176666617393493652e-01,1.030629277229309082e+00,1.074524521827697754e+00
6.267407536506652832e-01,6.019444465637207031e-01,1.019322872161865234e+00,1.113068222999572754e+00
6.329259276390075684e-01,6.201666593551635742e-01,1.004618406295776367e+00,1.067227244377136230e+00
6.402592658996582031e-01,6.042222380638122559e-01,9.947288036346435547e-01,1.102300524711608887e+00
6.421852111816406250e-01,6.204444169998168945e-01,9.791591167449951172e-01,1.077953457832336426e+00
6.483333110809326172e-01,6.021666526794433594e-01,9.711741209030151367e-01,1.121823310852050781e+00
6.475185155868530273e-01,6.290555596351623535e-01,9.663482308387756348e-01,1.035507321357727051e+00
6.512963175773620605e-01,6.311110854148864746e-01,9.536164402961730957e-01,1.060240626335144043e+00
6.559259295463562012e-01,6.263889074325561523e-01,9.509353637695312500e-01,1.059222102165222168e+00
6.529999971389770508e-01,6.228888630867004395e-01,9.424356222152709961e-01,1.085282325744628906e+00
6.601111292839050293e-01,6.455555558204650879e-01,9.323974251747131348e-01,1.001219511032104492e+00
6.605926156044006348e-01,6.304444670677185059e-01,9.290204048156738281e-01,1.035055279731750488e+00
6.665925979614257812e-01,6.394444704055786133e-01,9.216215610504150391e-01,1.033470273017883301e+00
6.679629683494567871e-01,6.399444341659545898e-01,9.124355912208557129e-01,1.020014047622680664e+00
6.664074063301086426e-01,6.332222223281860352e-01,9.087790250778198242e-01,1.039874911308288574e+00
6.721851825714111328e-01,6.346666812896728516e-01,9.000106453895568848e-01,1.043351054191589355e+00
6.752592325210571289e-01,6.240000128746032715e-01,8.918747305870056152e-01,1.056413888931274414e+00
6.790370345115661621e-01,6.453889012336730957e-01,8.844617009162902832e-01,9.991596341133117676e-01
6.787777543067932129e-01,6.334444284439086914e-01,8.850675225257873535e-01,1.038852095603942871e+00
6.791852116584777832e-01,6.527777910232543945e-01,8.734703660011291504e-01,9.747506380081176758e-01
6.805185079574584961e-01,6.602777838706970215e-01,8.672678470611572266e-01,9.707715511322021484e-01
6.807777881622314453e-01,6.597222089767456055e-01,8.747934103012084961e-01,9.614424705505371094e-01
6.852592825889587402e-01,6.346666812896728516e-01,8.632353544235229492e-01,1.052213907241821289e+00
6.871481537818908691e-01,6.420000195503234863e-01,8.579913377761840820e-01,1.019375562667846680e+00
6.836666464805603027e-01,6.543889045715332031e-01,8.644167780876159668e-01,9.978453516960144043e-01
