2.715925872325897217e-01,4.285555481910705566e-01,1.881120920181274414e+00,1.546772718429565430e+00
3.899259269237518311e-01,4.787777662277221680e-01,1.588305473327636719e+00,1.433723211288452148e+00
4.441111087799072266e-01,5.078889131546020508e-01,1.466330885887145996e+00,1.329232692718505859e+00
4.785555601119995117e-01,5.344444513320922852e-01,1.381660461425781250e+00,1.249320507049560547e+00
5.053333044052124023e-01,5.527777671813964844e-01,1.324097514152526855e+00,1.210760354995727539e+00
5.332962870597839355e-01,5.702221989631652832e-01,1.264728069305419922e+00,1.170938491821289062e+00
5.448518395423889160e-01,5.835555791854858398e-01,1.231804609298706055e+00,1.134049773216247559e+00
5.650740861892700195e-01,5.958889126777648926e-01,1.188955187797546387e+00,1.112841606140136719e+00
5.834444165229797363e-01,6.064444184303283691e-01,1.144559502601623535e+00,1.087974429130554199e+00
5.926666855812072754e-01,6.150555610656738281e-01,1.111739397048950195e+00,1.067042708396911621e+00
6.043703556060791016e-01,6.209444403648376465e-01,1.089598178863525391e+00,1.051858663558959961e+00
6.206296086311340332e-01,6.258333325386047363e-01,1.053126692771911621e+00,1.055022358894348145e+00
6.263703703880310059e-01,6.312222480773925781e-01,1.033921480178833008e+00,1.025275707244873047e+00
6.379629373550415039e-01,6.341666579246520996e-01,1.010242342948913574e+00,1.019837975502014160e+00
6.468889117240905762e-01,6.348333358764648438e-01,9.859122633934020996e-01,1.026071071624755859e+00
6.502222418785095215e-01,6.452222466468811035e-01,9.671026468276977539e-01,1.005395054817199707e+00
6.610741019248962402e-01,6.457777619361877441e-01,9.454119205474853516e-01,1.003064632415771484e+00
6.640740633010864258e-01,6.449444293975830078e-01,9.326492547988891602e-01,9.984093308448791504e-01
6.734074354171752930e-01,6.504444479942321777e-01,9.132511615753173828e-01,9.888643622398376465e-01
6.718147993087768555e-01,6.475555300712585449e-01,9.020595550537109375e-01,9.943646788597106934e-01
6.828518509864807129e-01,6.452222466468811035e-01,8.799628019332885742e-01,1.004608154296875000e+00
6.865925788879394531e-01,6.493889093399047852e-01,8.672772049903869629e-01,9.977068901062011719e-01
6.940000057220458984e-01,6.498888731002807617e-01,8.483868241310119629e-01,1.003659725189208984e+00
6.987407207489013672e-01,6.495000123977661133e-01,8.333310484886169434e-01,1.000621199607849121e+00
7.031852006912231445e-01,6.517778038978576660e-01,8.250776529312133789e-01,1.009896278381347656e+00
7.027037143707275391e-01,6.507777571678161621e-01,8.233278989791870117e-01,1.026492953300476074e+00
7.110740542411804199e-01,6.588888764381408691e-01,8.071320056915283203e-01,1.004087090492248535e+00
7.142221927642822266e-01,6.533889174461364746e-01,7.925052642822265625e-01,1.015052914619445801e+00
7.139629721641540527e-01,6.570000052452087402e-01,7.887555956840515137e-01,1.014306306838989258e+00
7.144814729690551758e-01,6.445555686950683594e-01,7.886948585510253906e-01,1.086966395378112793e+00
7.172963023185729980e-01,6.554999947547912598e-01,7.789541482925415039e-01,1.032498478889465332e+00
7.204814553260803223e-01,6.519444584846496582e-01,7.640910744667053223e-01,1.043757557868957520e+00
7.252222299575805664e-01,6.527222394943237305e-01,7.592680454254150391e-01,1.077875614166259766e+00
7.260370254516601562e-01,6.539444327354431152e-01,7.475835680961608887e-01,1.048808693885803223e+00
7.352963089942932129e-01,6.572777628898620605e-01,7.359635829925537109e-01,1.026528120040893555e+00
7.341481447219848633e-01,6.558889150619506836e-01,7.305300831794738770e-01,1.078726530075073242e+00
7.348148226737976074e-01,6.576666831970214844e-01,7.246746420860290527e-01,1.053869724273681641e+00
7.365555763244628906e-01,6.552777886390686035e-01,7.150866389274597168e-01,1.058091402053833008e+00
7.404074072837829590e-01,6.478888988494873047e-01,7.094015479087829590e-01,1.083456993103027344e+00
7.423703670501708984e-01,6.537777781486511230e-01,7.116074562072753906e-01,1.071539640426635742e+00
7.417407631874084473e-01,6.518889069557189941e-01,7.002474069595336914e-01,1.065004110336303711e+00
7.450000047683715820e-01,6.550555825233459473e-01,7.044696211814880371e-01,1.072735786437988281e+00
7.484074234962463379e-01,6.581666469573974609e-01,6.795539855957031250e-01,1.074794650077819824e+00
7.478888630867004395e-01,6.508888602256774902e-01,6.811516880989074707e-01,1.101895451545715332e+00
7.507777810096740723e-01,6.545555591583251953e-01,6.753982901573181152e-01,1.102254629135131836e+00
7.499259114265441895e-01,6.474999785423278809e-01,6.767959594726562500e-01,1.097740173339843750e+00
7.490741014480590820e-01,6.579444408416748047e-01,6.796942353248596191e-01,1.127506852149963379e+00
7.550370097160339355e-01,6.553333401679992676e-01,6.624264717102050781e-01,1.100147128105163574e+00
7.589259147644042969e-01,6.516666412353515625e-01,6.479278802871704102e-01,1.140689253807067871e+00
7.613333463668823242e-01,6.549444198608398438e-01,6.591562628746032715e-01,1.116188287734985352e+00
