2.235185205936431885e-01,3.358888924121856689e-01,1.262482833862304688e+01,1.200838470458984375e+01
3.707036972045898438e-01,4.043888747692108154e-01,1.161349487304687500e+01,1.123046016693115234e+01
4.174444377422332764e-01,4.319444298744201660e-01,1.090156269073486328e+01,1.058546257019042969e+01
4.512592554092407227e-01,4.592777788639068604e-01,1.029402542114257812e+01,1.001766681671142578e+01
4.709259271621704102e-01,4.742777645587921143e-01,9.746268272399902344e+00,9.508832931518554688e+00
4.902222156524658203e-01,4.819444417953491211e-01,9.248890876770019531e+00,9.052172660827636719e+00
5.023703575134277344e-01,4.994444549083709717e-01,8.800371170043945312e+00,8.632517814636230469e+00
5.183333158493041992e-01,5.027777552604675293e-01,8.390202522277832031e+00,8.238184928894042969e+00
5.314815044403076172e-01,5.184444189071655273e-01,8.005551338195800781e+00,7.873801708221435547e+00
5.394074320793151855e-01,5.272222161293029785e-01,7.654454231262207031e+00,7.540627956390380859e+00
5.516666769981384277e-01,5.311111211776733398e-01,7.325165271759033203e+00,7.245930671691894531e+00
5.564073920249938965e-01,5.377777814865112305e-01,7.040875434875488281e+00,6.965609550476074219e+00
5.666666626930236816e-01,5.471110939979553223e-01,6.758794784545898438e+00,6.706098079681396484e+00
5.760370492935180664e-01,5.507777929306030273e-01,6.507628440856933594e+00,6.460662364959716797e+00
5.788518786430358887e-01,5.558888912200927734e-01,6.274626731872558594e+00,6.233985424041748047e+00
5.811851620674133301e-01,5.559999942779541016e-01,6.065890312194824219e+00,6.039770126342773438e+00
5.844444632530212402e-01,5.562777519226074219e-01,5.856606960296630859e+00,5.847680568695068359e+00
5.912963151931762695e-01,5.659444332122802734e-01,5.668334484100341797e+00,5.665705204010009766e+00
5.957037210464477539e-01,5.705000162124633789e-01,5.482107639312744141e+00,5.493513107299804688e+00
6.000370383262634277e-01,5.699999928474426270e-01,5.322009563446044922e+00,5.335248470306396484e+00
6.015555262565612793e-01,5.739444494247436523e-01,5.163961887359619141e+00,5.197787761688232422e+00
6.060370206832885742e-01,5.805000066757202148e-01,5.019014358520507812e+00,5.040900230407714844e+00
6.114444732666015625e-01,5.788888931274414062e-01,4.877428531646728516e+00,4.921020507812500000e+00
6.109259128570556641e-01,5.821111202239990234e-01,4.750913143157958984e+00,4.780447959899902344e+00
6.127036809921264648e-01,5.861666798591613770e-01,4.628678798675537109e+00,4.657386779785156250e+00
6.148148179054260254e-01,5.823888778686523438e-01,4.508818626403808594e+00,4.557055950164794922e+00
6.211481690406799316e-01,5.902222394943237305e-01,4.387469291687011719e+00,4.424945831298828125e+00
6.217777729034423828e-01,5.960555672645568848e-01,4.280262947082519531e+00,4.324920177459716797e+00
6.213333606719970703e-01,5.864444375038146973e-01,4.176617622375488281e+00,4.239567756652832031e+00
6.252962946891784668e-01,5.923888683319091797e-01,4.073237419128417969e+00,4.135425090789794922e+00
6.247777938842773438e-01,5.936111211776733398e-01,3.982968807220458984e+00,4.040914058685302734e+00
6.278148293495178223e-01,5.918889045715332031e-01,3.892099857330322266e+00,3.958423852920532227e+00
6.287778019905090332e-01,5.945000052452087402e-01,3.799047470092773438e+00,3.878755569458007812e+00
6.350740790367126465e-01,5.970555543899536133e-01,3.716866016387939453e+00,3.792911529541015625e+00
6.277037262916564941e-01,5.999444723129272461e-01,3.647109508514404297e+00,3.718371868133544922e+00
6.371481418609619141e-01,5.920000076293945312e-01,3.559311866760253906e+00,3.667536497116088867e+00
6.407407522201538086e-01,5.973888635635375977e-01,3.482768058776855469e+00,3.579192876815795898e+00
6.363703608512878418e-01,6.033889055252075195e-01,3.421975135803222656e+00,3.502526760101318359e+00
6.382592320442199707e-01,5.986111164093017578e-01,3.353899240493774414e+00,3.438614130020141602e+00
6.410370469093322754e-01,6.031666398048400879e-01,3.277192592620849609e+00,3.383851289749145508e+00
6.389259099960327148e-01,6.015555262565612793e-01,3.228570222854614258e+00,3.329138755798339844e+00
6.378148198127746582e-01,6.007221937179565430e-01,3.175172567367553711e+00,3.262378215789794922e+00
6.439999938011169434e-01,6.061111092567443848e-01,3.111238479614257812e+00,3.212229013442993164e+00
6.407407522201538086e-01,6.049444675445556641e-01,3.060768365859985352e+00,3.141216278076171875e+00
